,Year,Country,Area,Day Time,Fatal,Type
1589,2005,MADAGASCAR,,,N,Unprovoked
1590,2005,USA,South Carolina,,N,
1591,2005,USA,Hawaii,Morning,N,Unprovoked
1592,2005,AUSTRALIA,New South Wales,Evening,N,Provoked
1593,2005,AUSTRALIA,New South Wales,,N,Unprovoked
1594,2005,AUSTRALIA,Northern Territory,,N,Unprovoked
1595,2005,AUSTRALIA,New South Wales,Morning,N,Unprovoked
1596,2005,USA,Florida,,N,Unprovoked
1597,2005,USA,Florida,,Unknown,
1598,2005,USA,Texas,Evening,N,Unprovoked
1599,2005,USA,Florida,,N,Unprovoked
1600,2005,HONDURAS,Bay Islands,,Unknown,
1601,2005,SOUTH AFRICA,Western Cape Province,Morning,N,Unprovoked
1602,2005,AUSTRALIA,New South Wales,,N,Unprovoked
1603,2005,VENEZUELA,,Afternoon,N,Unprovoked
1604,2005,AUSTRALIA,Western Australia,Afternoon,Y,Unprovoked
1605,2005,USA,New Mexico,Afternoon,N,Provoked
1606,2005,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
1607,2005,NEW ZEALAND,North Island,Afternoon,N,Provoked
1608,2005,SOLOMON ISLANDS,Santa Isabel Province,,N,Unprovoked
1609,2005,AUSTRALIA,Queensland,,N,Unprovoked
1610,2005,USA,Florida,,N,Provoked
1611,2005,USA,Hawaii,Afternoon,N,Unprovoked
1612,2005,USA,Florida,,N,Unprovoked
1613,2005,BRAZIL,Bahia,,N,Unprovoked
1614,2005,CUBA,Santiago de Cuba Province,,N,Unprovoked
1615,2005,AUSTRALIA,Victoria,,N,Provoked
1616,2005,AUSTRALIA,Victoria,Afternoon,N,Provoked
1617,2005,NEW ZEALAND,North Island,Afternoon,N,
1618,2004,SRI LANKA,Eastern Province,,Unknown,
1619,2004,AUSTRALIA,South Australia,Afternoon,Y,Unprovoked
1620,2004,AUSTRALIA,Queensland,Afternoon,Y,Unprovoked
1621,2004,SOUTH AFRICA,Eastern Cape Province,Evening,N,Unprovoked
1622,2004,SOUTH AFRICA,Eastern Cape Province,,N,Unprovoked
1623,2004,SOUTH AFRICA,Western Cape Province,Morning,Y,Unprovoked
1624,2004,USA,California,Afternoon,N,Unprovoked
1625,2004,VANUATU,Malampa Province,Morning,N,Unprovoked
1626,2004,NEW CALEDONIA,North Province,,N,Unprovoked
1627,2004,CUBA,Camaguey Province,Afternoon,N,Unprovoked
1628,2004,NEW ZEALAND,North Island,,Unknown,
1629,2004,SOUTH AFRICA,Western Cape Province,Morning,N,Unprovoked
1630,2004,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
1631,2004,USA,California,Morning,N,Unprovoked
1632,2004,USA,Hawaii,Afternoon,N,Unprovoked
1633,2004,SOUTH AFRICA,Eastern Cape Province,Morning,N,Unprovoked
1634,2004,REUNION,Conservat�ria District,Afternoon,N,Unprovoked
1635,2004,USA,California,Afternoon,N,Unprovoked
1636,2004,USA,California,Afternoon,N,Unprovoked
1637,2004,AUSTRALIA,Queensland,Afternoon,N,
1638,2004,USA,Oregon,Morning,N,Unprovoked
1639,2004,USA,Texas,,Unknown,
1640,2004,BRAZIL,Pernambuco,,Y,Unprovoked
1641,2004,USA,South Carolina ,Afternoon,N,Unprovoked
1642,2004,USA,Florida,Afternoon,N,Unprovoked
1643,2004,BRAZIL,Pernambuco,Afternoon,N,Unprovoked
1644,2004,USA,California,Afternoon,N,Unprovoked
1645,2004,USA,California,Afternoon,Y,Unprovoked
1646,2004,USA,Florida,Evening,N,Unprovoked
1647,2004,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
1648,2004,SOUTH AFRICA,KwaZulu-Natal,,N,
1649,2004,USA,Florida,Afternoon,N,Unprovoked
1650,2004,RUSSIA,Kuril Islands in the Pacific,,N,Unprovoked
1651,2004,USA,North Carolina,Afternoon,N,Unprovoked
1652,2004,USA,North Carolina,Afternoon,N,Unprovoked
1653,2004,USA,Texas,Afternoon,N,Unprovoked
1654,2004,USA,Texas,Evening,N,Unprovoked
1655,2004,AUSTRALIA,Western Australia,,N,
1656,2004,JAPAN,Wakayama Prefecture,,N,Unprovoked
1657,2004,AUSTRALIA,Western Australia,Afternoon,Y,Unprovoked
1658,2004,EGYPT,Sinai Peninsula,,N,Unprovoked
1659,2004,USA,Alabama,Afternoon,N,Unprovoked
1660,2004,USA,California,Morning,N,Unprovoked
1661,2004,AUSTRALIA,Western Australia,,Unknown,
1662,2004,USA,Florida,,N,Unprovoked
1663,2004,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
1664,2004,USA,Florida,Evening,N,Unprovoked
1665,2004,SOUTH AFRICA,Western Cape Province,Afternoon,Y,Unprovoked
1666,2004,USA,Texas,Evening,N,Unprovoked
1667,2004,BRAZIL,Pernambuco,Afternoon,N,Unprovoked
1668,2004,USA,California,Morning,N,Unprovoked
1669,2004,USA,Florida,Afternoon,N,Unprovoked
1670,2004,USA,Florida,,Unknown,
1671,2004,USA,Florida,Afternoon,N,Unprovoked
1672,2004,BRAZIL,Pernambuco,Afternoon,N,Unprovoked
1673,2004,BAHAMAS,Abaco Islands,Afternoon,N,Provoked
1674,2004,USA,Texas,Afternoon,N,Unprovoked
1675,2004,BRAZIL,Pernambuco,Afternoon,Y,Unprovoked
1676,2004,AUSTRALIA,New South Wales,Morning,N,Unprovoked
1677,2004,NEW ZEALAND,North Island,,N,
1678,2004, TONGA,Nuku'alofa,,Y,Unprovoked
1679,2004, TONGA,Nuku'alofa,,Y,
1680,2004,USA,Hawaii,Morning,Y,Unprovoked
1681,2004,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
1682,2004,USA,Hawaii,,Unknown,
1683,2004,USA,Florida,,N,Unprovoked
1684,2004,USA,Florida,Morning,N,Unprovoked
1685,2004,BRAZIL,Pernambuco,Morning,N,Unprovoked
1686,2004,USA,Florida,Afternoon,N,Unprovoked
1687,2004,REUNION,Saint-Beno�t,,N,Unprovoked
1688,2004,USA,Florida,Morning,N,Unprovoked
1689,2004,USA,Hawaii,Morning,N,Unprovoked
1690,2004,NEW ZEALAND,North Island,Afternoon,N,Unprovoked
1691,2004,USA,Hawaii,Morning,N,Unprovoked
1692,2004,AUSTRALIA,Western Australia,,N,Unprovoked
1693,2004,BRAZIL,Pernambuco,Afternoon,Y,Unprovoked
1694,2004,NEW ZEALAND,"South Island, near Karitane north of Dunedin",Evening,N,Unprovoked
1695,2004,AUSTRALIA,New South Wales,,N,Unprovoked
1696,2004,AUSTRALIA,Queensland,Morning,Unknown,
1697,2004,EGYPT,,,Y,Unprovoked
1698,2004,AUSTRALIA,New South Wales,,N,Unprovoked
1699,2004,AUSTRALIA,Western Australia,Morning,N,Unprovoked
1700,2004,URUGUAY,Rocha,,N,Unprovoked
1701,2004,NEW ZEALAND,Northlands,,Unknown,
1702,2004,VENEZUELA,Anzoategui,Afternoon,N,Unprovoked
1703,2004,VENEZUELA,Anzoategui,Morning,N,Unprovoked
1704,2004,SOUTH AFRICA,KwaZulu-Natal,,N,
1705,2004,AUSTRALIA,New South Wales,,N,Unprovoked
1706,2004,SOUTH AFRICA,Eastern Cape Province,,N,Unprovoked
1707,2004,NEW ZEALAND,North Island,Afternoon,Unknown,
1708,2004,EGYPT,Sinai Peninsula,Night,Y,
1709,2004,AUSTRALIA,Western Australia,Morning,N,Unprovoked
1710,2003,SOUTH AFRICA,KwaZulu-Natal,,N,
1711,2003,USA,Florida,,Unknown,
1712,2003,USA,Florida,Afternoon,N,Unprovoked
1713,2003,NEW ZEALAND,Cook Islands,Night,Y,Unprovoked
1714,2003,AUSTRALIA,Victoria,Morning,N,Unprovoked
1715,2003,AUSTRALIA,Western Australia,Morning,N,Unprovoked
1716,2003,AUSTRALIA,Western Australia,Morning,N,Unprovoked
1717,2003,SOUTH AFRICA,KwaZulu-Natal,,Y,Unprovoked
1718,2003,USA,Florida,Afternoon,N,Unprovoked
1719,2003,INDIA,Tamil Nadu,,N,Unprovoked
1720,2003,USA,Florida,,N,Unprovoked
1721,2003,EGYPT,Sinai Peninsula,,N,Unprovoked
1722,2003,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
1723,2003,AUSTRALIA,New South Wales,Evening,N,Unprovoked
1724,2003,PANAMA,Pearl Islands,,N,Provoked
1725,2003,USA,Florida,Afternoon,N,Unprovoked
1726,2003,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
1727,2003,USA,Hawaii,Morning,N,Unprovoked
1728,2003,USA,Florida,Afternoon,N,Unprovoked
1729,2003,USA,Hawaii,Afternoon,Unknown,
1730,2003,USA,Florida,,N,Unprovoked
1731,2003,USA,Florida,,Y,
1732,2003,USA,Florida,Afternoon,N,Unprovoked
1733,2003,USA,Florida,Afternoon,N,Unprovoked
1734,2003,USA,Florida,Afternoon,N,Provoked
1735,2003,USA,Florida,Afternoon,N,Unprovoked
1736,2003,USA,Hawaii,Afternoon,N,Unprovoked
1737,2003,FIJI,Taveuni,Night,Y,Unprovoked
1738,2003,USA,Florida,Morning,N,Unprovoked
1739,2003,USA,Florida,Morning,N,Unprovoked
1740,2003,USA,Florida,Afternoon,N,Unprovoked
1741,2003,USA,Florida,Afternoon,N,Unprovoked
1742,2003,USA,Florida,Afternoon,N,Unprovoked
1743,2003,SOUTH AFRICA,Western Cape Province,Morning,N,
1744,2003,USA,Florida,Afternoon,Unknown,
1745,2003,USA,Florida,Afternoon,N,Unprovoked
1746,2003,USA,South Carolina,Afternoon,N,Unprovoked
1747,2003,SOUTH AFRICA,Western Cape Province,Afternoon,Y,Unprovoked
1748,2003,USA,Florida,,N,Unprovoked
1749,2003,USA,Texas,Afternoon,N,Provoked
1750,2003,USA,California,Morning,Y,Unprovoked
1751,2003,USA,California,Night,Unknown,
1752,2003,SOUTH AFRICA,Eastern Cape Province,Morning,N,Unprovoked
1753,2003,AUSTRALIA,Northern Territory,,N,Unprovoked
1754,2003,USA,Florida,Afternoon,N,Unprovoked
1755,2003,USA,Florida,Afternoon,N,Unprovoked
1756,2003,BAHAMAS,Abaco Islands,Afternoon,N,Unprovoked
1757,2003,USA,Florida,Morning,N,Provoked
1758,2003,USA,Florida,,N,Unprovoked
1759,2003,BAHAMAS,Abaco Islands,Afternoon,N,Unprovoked
1760,2003,USA,Florida,,N,Unprovoked
1761,2003,FRENCH POLYNESIA,Society Islands,,N,Unprovoked
1762,2003,NEW ZEALAND,Cook Islands,,N,Unprovoked
1763,2003,USA,Florida,Afternoon,N,Unprovoked
1764,2003,USA,Florida,Morning,N,Unprovoked
1765,2003,BRAZIL,Pernambuco,,Y,Unprovoked
1766,2003,USA,Florida,Afternoon,N,Unprovoked
1767,2003,USA,Hawaii,Morning,N,Unprovoked
1768,2003,USA,Johnston Atoll,Afternoon,N,Unprovoked
1769,2003,USA,North Carolina,Afternoon,N,Unprovoked
1770,2003,USA,Florida,Morning,N,Unprovoked
1771,2003,USA,South Carolina,,Unknown,
1772,2003,USA,Florida,Morning,N,Unprovoked
1773,2003,USA,Florida,Afternoon,N,Unprovoked
1774,2003,USA,Hawaii,Morning,N,Unprovoked
1775,2003,USA,Florida,Morning,N,Provoked
1776,2003,USA,Florida,Afternoon,N,Unprovoked
1777,2003,PHILIPPINES,Baatan,,N,Unprovoked
1778,2003,BRAZIL,Rio de Janeiro,,N,Provoked
1779,2003,BRAZIL,Rio de Janeiro,Evening,N,Unprovoked
1780,2003,BRAZIL,Pernambuco,Afternoon,N,Unprovoked
1781,2003,BRAZIL,Rio de Janeiro,,N,Unprovoked
1782,2003,USA,Florida,Afternoon,N,Unprovoked
1783,2003,USA,Florida,Afternoon,N,Unprovoked
1784,2003,USA,Florida,Afternoon,N,Unprovoked
1785,2003,USA,Florida,Morning,N,Unprovoked
1786,2003,USA,Florida,Afternoon,N,Unprovoked
1787,2003,USA,Florida,Afternoon,N,Unprovoked
1788,2003,USA,Florida,Morning,N,Unprovoked
1789,2003,USA,Florida,Afternoon,N,Unprovoked
1790,2003,VENEZUELA,Nueva Esparta,,N,Unprovoked
1791,2003,USA,Florida,Evening,N,Unprovoked
1792,2003,USA,Florida,Morning,N,Unprovoked
1793,2003,USA,Florida,,N,Provoked
1794,2003,NEW ZEALAND,Southland,Morning,N,Unprovoked
1795,2003,AUSTRALIA,South Australia,Evening,N,Unprovoked
1796,2003,USA,Florida,Afternoon,N,Unprovoked
1797,2003,AUSTRALIA,New South Wales,,N,Unprovoked
1798,2003,AUSTRALIA,Queensland,Morning,Y,Unprovoked
1799,2003,SOUTH AFRICA,Western Cape Province,,Unknown,
1800,2003,COSTA RICA,North Pacific coast,,N,Unprovoked
1801,2003,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
1802,2002,AUSTRALIA,Queensland,,N,Unprovoked
1803,2002,SOUTH AFRICA,Western Cape Province,,N,Unprovoked
1804,2002,AUSTRALIA,Queensland,,N,Unprovoked
1805,2002,AUSTRALIA,Queensland,,Unknown,
1806,2002,AUSTRALIA,Queensland,Night,Y,Unprovoked
1807,2002,BRAZIL,Pernambuco,,Y,Unprovoked
1808,2002,MICRONESIA,Caroline Islands,Afternoon,N,Unprovoked
1809,2002,USA,California,Morning,N,Unprovoked
1810,2002,USA,Hawaii,Morning,N,Unprovoked
1811,2002,TURKS & CAICOS,Caicos Bank,Morning,N,Unprovoked
1812,2002,USA,Florida,Afternoon,N,Unprovoked
1813,2002,USA,Florida,Afternoon,N,Unprovoked
1814,2002,FRENCH POLYNESIA,Society Islands,,N,Unprovoked
1815,2002,USA,Hawaii,Morning,N,Unprovoked
1816,2002,BRAZIL,Pernambuco,Afternoon,Y,Unprovoked
1817,2002,USA,Florida,,N,Unprovoked
1818,2002,USA,Florida,Afternoon,N,Unprovoked
1819,2002,USA,Florida,Afternoon,N,Unprovoked
1820,2002,USA,Florida,Afternoon,N,Unprovoked
1821,2002,USA,Florida,Afternoon,N,Unprovoked
1822,2002,USA,Florida,Morning,N,Unprovoked
1823,2002,USA,Hawaii,Afternoon,N,Unprovoked
1824,2002,USA,Florida,Afternoon,N,Provoked
1825,2002,TONGA,Vava'u,Afternoon,N,Provoked
1826,2002,USA,Oregon,,N,Unprovoked
1827,2002,USA,California,,N,Unprovoked
1828,2002,BRAZIL,Pernambuco,Afternoon,N,Unprovoked
1829,2002,USA,Hawaii,Morning,N,Unprovoked
1830,2002,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
1831,2002,USA,Florida,Afternoon,N,Unprovoked
1832,2002,USA,Florida,Afternoon,N,Provoked
1833,2002,USA,Hawaii,Afternoon,N,Unprovoked
1834,2002,USA,Alabama,Afternoon,N,Unprovoked
1835,2002,USA,Florida,Afternoon,N,Unprovoked
1836,2002,USA,Florida,Afternoon,N,Unprovoked
1837,2002,USA,Florida,Afternoon,N,Unprovoked
1838,2002,UNITED KINGDOM,Cheshire,,N,Provoked
1839,2002,USA,North Carolina,Morning,N,Unprovoked
1840,2002,USA,South Carolina,Evening,N,Unprovoked
1841,2002,USA,North Carolina,Afternoon,N,Unprovoked
1842,2002,USA,Florida,Evening,N,Provoked
1843,2002,USA,Maryland,,Y,Provoked
1844,2002,BRAZIL,Pernambuco,Afternoon,N,Unprovoked
1845,2002,USA,North Carolina,Afternoon,N,Unprovoked
1846,2002,AUSTRALIA,Queensland,Morning,N,Unprovoked
1847,2002,USA,Florida,Afternoon,N,Unprovoked
1848,2002,INDONESIA,,,Unknown,
1849,2002,PAPUA NEW GUINEA,Louisiade Archipelago,,N,Unprovoked
1850,2002,PAPUA NEW GUINEA,Louisiade Archipelago,,Y,Unprovoked
1851,2002,USA,Hawaii,Afternoon,N,Unprovoked
1852,2002,USA,Florida,Afternoon,N,Unprovoked
1853,2002,USA,Florida,Morning,N,Unprovoked
1854,2002,USA,Florida,Afternoon,N,Unprovoked
1855,2002,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,,N,Unprovoked
1856,2002,USA,California,Afternoon,N,Unprovoked
1857,2002,USA,Florida,Afternoon,N,Unprovoked
1858,2002,USA,Florida,Afternoon,N,Provoked
1859,2002,USA,Florida,Morning,N,Unprovoked
1860,2002,COSTA RICA,Guanacaste,,N,Unprovoked
1861,2002,PAPUA NEW GUINEA,Milne Bay Province,,N,Unprovoked
1862,2002,USA,Florida,,N,Unprovoked
1863,2002,BRAZIL,Pernambuco,Afternoon,N,Unprovoked
1864,2002,AUSTRALIA,Northern Territory,,N,Provoked
1865,2002,AUSTRALIA,South Australia,Afternoon,Y,Unprovoked
1866,2002,AUSTRALIA,New South Wales,,Unknown,
1867,2002,USA,Florida,Morning,N,Unprovoked
1868,2002,USA,Florida,Morning,N,Unprovoked
1869,2002,AUSTRALIA,New South Wales,Evening,N,Unprovoked
1870,2002,BAHAMAS,Abaco Islands,Morning,N,Unprovoked
1871,2002,USA,Florida,Afternoon,N,Unprovoked
1872,2002,USA,Florida,Morning,N,Unprovoked
1873,2002,USA,Hawaii,Afternoon,N,Unprovoked
1874,2002,USA,Florida,Morning,N,Unprovoked
1875,2002,BRAZIL,Pernambuco,Afternoon,Y,Unprovoked
1876,2002,USA,Florida,Afternoon,N,Unprovoked
1877,2002,USA,Florida,Morning,N,Unprovoked
1878,2002,USA,Florida,Morning,N,Unprovoked
1879,2002,NEW CALEDONIA,Loyalty Islands,,Unknown,
1880,2002,TURKS & CAICOS,,,Y,Unprovoked
1881,2002,AUSTRALIA,Queensland,,N,Unprovoked
1882,2002,FIJI,Cikobia Island (north of Vanua Levu),Evening,Y,Unprovoked
1883,2002,AUSTRALIA,New South Wales,Evening,N,
1884,2002,AUSTRALIA,New South Wales,,N,Unprovoked
1885,2002,AUSTRALIA,Western Australia,,N,Unprovoked
1886,2002,SOUTH AFRICA,KwaZulu-Natal,Night,N,Unprovoked
1887,2002,BRAZIL,Pernambuco,,Y,Unprovoked
1888,2002,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
1889,2002,USA,Hawaii,Afternoon,N,Unprovoked
1890,2001,AUSTRALIA,Western Australia,Morning,N,
1891,2001,AUSTRALIA,New South Wales,,N,Unprovoked
1892,2001,USA,Hawaii,Afternoon,N,Unprovoked
1893,2001,AUSTRALIA,Western Australia,,Unknown,
1894,2001,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
1895,2001,AUSTRALIA,Queensland,Afternoon,N,Unprovoked
1896,2001,MEXICO,Guerrero,,N,Unprovoked
1897,2001,AUSTRALIA,Queensland,,N,
1898,2001,USA,Florida,Afternoon,N,Provoked
1899,2001,USA,Florida,Afternoon,N,Unprovoked
1900,2001,USA,Florida,Afternoon,Y,
1901,2001,USA,Florida,Afternoon,N,Unprovoked
1902,2001,USA,North Carolina,Afternoon,N,Unprovoked
1903,2001,UNITED KINGDOM,Cheshire,,N,Provoked
1904,2001,USA,Florida,,N,Provoked
1905,2001,USA,Florida,Evening,N,Unprovoked
1906,2001,USA,South Carolina,,N,
1907,2001,USA,North Carolina,Evening,Y,Unprovoked
1908,2001,USA,North Carolina,Evening,N,Unprovoked
1909,2001,USA,Florida,Afternoon,N,Unprovoked
1910,2001,USA,Virginia,Evening,Y,Unprovoked
1911,2001,BAHAMAS,Abaco Islands,Afternoon,N,Unprovoked
1912,2001,USA,Florida,Afternoon,N,Unprovoked
1913,2001,USA,Florida,Afternoon,N,Unprovoked
1914,2001,USA,Florida,Afternoon,N,Unprovoked
1915,2001,USA,Florida,Afternoon,N,Unprovoked
1916,2001,USA,Florida,Afternoon,N,Unprovoked
1917,2001,USA,Florida,Afternoon,N,Unprovoked
1918,2001,USA,Florida,Afternoon,N,Unprovoked
1919,2001,USA,Florida,Afternoon,N,Unprovoked
1920,2001,USA,Florida,Morning,N,Unprovoked
1921,2001,USA,Florida,Afternoon,N,Unprovoked
1922,2001,USA,Florida,Afternoon,N,Unprovoked
1923,2001,USA,Florida,Morning,N,Unprovoked
1924,2001,BAHAMAS,Grand Bahama Island,Afternoon,N,Unprovoked
1925,2001,THAILAND,Rayong Province,,N,Unprovoked
1926,2001,USA,South Carolina,,N,Unprovoked
1927,2001,BAHAMAS,Grand Bahama Island,Morning,N,Unprovoked
1928,2001,ITALY,,,N,
1929,2001,USA,South Carolina,,N,Unprovoked
1930,2001,USA,Florida,Afternoon,N,Unprovoked
1931,2001,USA,Florida,,N,Unprovoked
1932,2001,USA,Massachusetts,,N,
1933,2001,USA,Florida,Afternoon,N,Unprovoked
1934,2001,USA,Florida,Afternoon,N,Unprovoked
1935,2001,MEXICO,Baja California,Evening,N,Unprovoked
1936,2001,USA,Florida,Evening,N,Unprovoked
1937,2001,USA,South Carolina,,N,Unprovoked
1938,2001,USA,Georgia,Evening,N,Unprovoked
1939,2001,USA,Texas,,N,Unprovoked
1940,2001,USA,California,Morning,N,Provoked
1941,2001,AUSTRALIA,New South Wales,,Unknown,
1942,2001,USA,South Carolina,,N,Unprovoked
1943,2001,USA,Texas,,N,Unprovoked
1944,2001,USA,South Carolina,,N,Unprovoked
1945,2001,USA,South Carolina,Evening,N,Unprovoked
1946,2001,PHILIPPINES,Zamboanga del Sur Province,,N,Provoked
1947,2001,MADAGASCAR,,,Unknown,
1948,2001,SOUTH AFRICA,Eastern Cape Province,,N,Unprovoked
1949,2001,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
1950,2001,USA,Florida,Evening,N,Unprovoked
1951,2001,FIJI,Taveuni,,Y,Unprovoked
1952,2001,USA,Florida,Afternoon,N,Unprovoked
1953,2001,USA,Florida,Morning,N,Unprovoked
1954,2001,USA,Florida,Morning,N,Unprovoked
1955,2001,USA,Florida,Afternoon,N,Unprovoked
1956,2001,USA,Florida,Afternoon,N,Unprovoked
1957,2001,USA,Florida,Afternoon,N,Unprovoked
1958,2001,USA,Florida,Afternoon,N,Unprovoked
1959,2001,USA,Florida,Morning,N,Unprovoked
1960,2001,USA,Florida,,N,Unprovoked
1961,2001,USA,Florida,Afternoon,N,Unprovoked
1962,2001,USA,Hawaii,Morning,N,Unprovoked
1963,2001,USA,Florida,,N,Unprovoked
1964,2001,SOUTH AFRICA,Eastern Cape Province,Morning,N,Unprovoked
1965,2001,AUSTRALIA,New South Wales,,N,Provoked
1966,2001,USA,Florida,Afternoon,N,Unprovoked
1967,2001,BRAZIL,Rio Grande de Norte,,N,Unprovoked
1968,2001,AUSTRALIA,New South Wales,Morning,N,Unprovoked
1969,2001,USA,Hawaii,Afternoon,N,Unprovoked
1970,2001,USA,Florida,,N,Unprovoked
1971,2001,BRAZIL,Bahia,,Unknown,
1972,2001,BRAZIL,Pernambuco,,Y,Unprovoked
1973,2001,CARIBBEAN SEA,,,Y,
1974,2001,AUSTRALIA,Western Australia,,N,
1975,2001,MALAYSIA,Off the western coast of peninsular Malaysia,,Unknown,
1976,2001,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
1977,2001,AUSTRALIA,New South Wales,,N,
1978,2001,CUBA,Holquin Province,,N,Unprovoked
1979,2001,AUSTRALIA,South Australia,,N,
1980,2001,USA,California,,N,Unprovoked
1981,2001,NEW ZEALAND,North Island,,N,
1982,2000,AUSTRALIA,Queensland,,N,Unprovoked
1983,2000,FIJI,Taveuni,Afternoon,Y,Unprovoked
1984,2000,AUSTRALIA,South Australia,,N,
1985,2000,CANADA,New Brunswick,,N,Unprovoked
1986,2000,AUSTRALIA,Queensland,Morning,N,Unprovoked
1987,2000,NEW ZEALAND,Cook Islands,,Y,Unprovoked
1988,2000,AUSTRALIA,Queensland,,N,Unprovoked
1989,2000,AUSTRALIA,South Australia,,Unknown,
1990,2000,USA,Florida,Afternoon,N,Unprovoked
1991,2000,USA,Florida,,Unknown,
1992,2000,AUSTRALIA,Western Australia,Morning,N,Unprovoked
1993,2000,AUSTRALIA,Western Australia,Morning,Y,Unprovoked
1994,2000,USA,California,Afternoon,N,Unprovoked
1995,2000,AUSTRALIA,Queensland,Evening,N,
1996,2000,USA,Florida,Evening,N,Unprovoked
1997,2000,USA,Hawaii,Morning,N,Unprovoked
1998,2000,USA,Florida,Afternoon,N,Unprovoked
1999,2000,USA,Florida,Morning,N,Unprovoked
2000,2000,USA,Florida,Afternoon,N,Unprovoked
2001,2000,USA,Florida,Afternoon,N,Unprovoked
2002,2000,USA,North Carolina,Afternoon,N,Unprovoked
2003,2000,USA,California,Morning,N,Unprovoked
2004,2000,AUSTRALIA,South Australia,Afternoon,Y,Unprovoked
2005,2000,AUSTRALIA,South Australia,Morning,Y,Unprovoked
2006,2000,AUSTRALIA,New South Wales,,N,Provoked
2007,2000,OKINAWA,Miyako Island,Afternoon,Y,Unprovoked
2008,2000,USA,South Carolina,,N,Unprovoked
2009,2000,USA,Florida,Evening,N,Unprovoked
2010,2000,USA,Florida,Afternoon,N,Unprovoked
2011,2000,USA,Florida,Afternoon,N,Unprovoked
2012,2000,USA,Florida,Afternoon,N,Unprovoked
2013,2000,SOUTH AFRICA,Western Cape Province,Morning,N,Unprovoked
2014,2000,TANZANIA,,,Y,Unprovoked
2015,2000,USA,Florida,Morning,N,Unprovoked
2016,2000,REUNION,Saint-Pierre,Evening,N,Unprovoked
2017,2000,TANZANIA,,,Y,Unprovoked
2018,2000,USA,Florida,Afternoon,N,Unprovoked
2019,2000,USA,Florida,Afternoon,Y,Unprovoked
2020,2000,USA,Alaska,,N,Provoked
2021,2000,USA,North Carolina,,N,Unprovoked
2022,2000,USA,Hawaii,Morning,N,Unprovoked
2023,2000,USA,Florida,Afternoon,N,Unprovoked
2024,2000,USA,Florida,Afternoon,N,Unprovoked
2025,2000,USA,North Carolina,,Unknown,
2026,2000,USA,Florida,,Unknown,
2027,2000,TANZANIA,,,Y,Unprovoked
2028,2000,USA,Florida,,N,Unprovoked
2029,2000,USA,Florida,,N,Unprovoked
2030,2000,USA,North Carolina,,N,Unprovoked
2031,2000,USA,North Carolina,,N,Unprovoked
2032,2000,SOUTH AFRICA,Eastern Cape Province,,N,Unprovoked
2033,2000,SOUTH AFRICA,Eastern Cape Province,,N,Unprovoked
2034,2000,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
2035,2000, TONGA,Minerva Reef,,N,Unprovoked
2036,2000,USA,Florida,Afternoon,N,Unprovoked
2037,2000,USA,Florida,Evening,N,Unprovoked
2038,2000,USA,Texas,,N,Unprovoked
2039,2000,USA,North Carolina,Afternoon,N,Unprovoked
2040,2000,USA,Florida,Evening,N,Unprovoked
2041,2000,USA,Florida,Afternoon,N,Unprovoked
2042,2000,USA,Florida,Afternoon,N,Unprovoked
2043,2000,USA,Florida,Afternoon,N,Unprovoked
2044,2000,TANZANIA,,,Y,Unprovoked
2045,2000,PAPUA NEW GUINEA,Madang Province,,Y,Unprovoked
2046,2000,NEW ZEALAND,North Island,,N,
2047,2000,USA,Florida,Morning,N,Unprovoked
2048,2000,USA,Florida,Afternoon,N,
2049,2000,USA,Texas,Afternoon,N,Unprovoked
2050,2000,USA,Alabama,Morning,N,Unprovoked
2051,2000,USA,Alabama,Morning,N,Unprovoked
2052,2000,USA,Florida,Afternoon,N,Unprovoked
2053,2000,TANZANIA,,,Y,Unprovoked
2054,2000,NEW CALEDONIA,South Province,,Y,
2055,2000,AUSTRALIA,Victoria,,Unknown,
2056,2000,PAPUA NEW GUINEA,Madang Province,,N,Unprovoked
2057,2000,PAPUA NEW GUINEA,Madang Province,,Y,Unprovoked
2058,2000,USA,Florida,Morning,N,Unprovoked
2059,2000,USA,Florida,Afternoon,N,Unprovoked
2060,2000,USA,Florida,,N,Unprovoked
2061,2000,AUSTRALIA,Queensland,Afternoon,N,Unprovoked
2062,2000,USA,Florida,Morning,N,Unprovoked
2063,2000,USA,Florida,Afternoon,N,Unprovoked
2064,2000,NEW CALEDONIA,North Province,Morning,Y,Unprovoked
2065,2000,AUSTRALIA,New South Wales,Evening,N,Unprovoked
